Living Type,House,Diet,How Often Water,Heating Energy Source,Transport,Buying Activity,Frequency Traveling Air,Waste Bag Weekly Count,Energy Efficiency,Recycling,Cooking With,Total,Vehicle Monthly Distance
yes,large,pescatarian,3,gas,public,10,5,4,Yes,"['Paper', 'Plastic', 'Metal']",['Microwave'],15,551
no,large,vegan,3,gas,bikewalk,10,5,5,No,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",55,20
no,small,vegan,7,gas,public,10,5,1,Yes,"['Paper', 'Glass']","['Stove', 'Microwave']",20,841
no,small,vegan,7,gas,public,10,5,1,Yes,['Metal'],['Oven'],18,1737
no,large,pescatarian,7,gas,gasoline,5,5,5,Yes,"['Plastic', 'Glass']",['Oven'],90,3184
yes,large,pescatarian,7,gas,bikewalk,5,5,5,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",34,35
no,large,vegan,7,gas,bikewalk,5,5,2,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",-2,82
yes,small,omnivore,7,electricity,bikewalk,10,10,2,No,['Paper'],['Oven'],28,78
yes,large,vegetarian,3,coal,bikewalk,10,10,1,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",47,76
no,large,omnivore,7,coal,gasoline,10,10,5,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",122,7113
no,small,vegetarian,3,gas,gasoline,10,10,6,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",97,4685
no,small,vegetarian,7,coal,gasoline,10,5,4,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",102,1350
yes,large,vegetarian,7,electricity,bikewalk,5,5,6,No,"['Paper', 'Metal']","['Grill', 'Airfryer']",32,30
yes,small,omnivore,7,coal,public,5,10,4,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",72,1598
no,small,vegan,7,coal,gasoline,10,10,1,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",114,1005
no,small,vegetarian,3,coal,bikewalk,10,5,7,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",33,39
no,large,omnivore,7,gas,public,5,5,7,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",72,355
no,small,vegan,7,coal,gasoline,10,10,5,Yes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",110,3873
no,large,vegan,7,gas,public,10,5,7,Yes,['Plastic'],['Oven'],54,1238
no,large,vegan,7,electricity,gasoline,5,10,1,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",72,5832
yes,small,omnivore,7,coal,public,5,10,3,Yes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",42,1934
yes,small,vegetarian,3,gas,public,10,10,4,Yes,['Plastic'],['Oven'],39,1329
no,large,pescatarian,7,gas,bikewalk,10,5,3,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",28,61
no,large,vegetarian,3,coal,public,10,10,3,Yes,"['Plastic', 'Metal']",['Microwave'],53,780
yes,large,omnivore,7,electricity,gasoline,10,10,4,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",76,4539
no,small,vegetarian,7,coal,gasoline,10,10,7,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",112,9868
no,large,vegan,7,electricity,gasoline,5,10,1,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",72,9665
yes,small,vegetarian,7,coal,bikewalk,10,5,1,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",-8,66
yes,large,vegan,7,gas,gasoline,5,10,6,No,['Paper'],"['Stove', 'Grill', 'Airfryer']",134,868
no,small,vegetarian,7,gas,bikewalk,5,10,6,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",68,81
no,small,omnivore,7,coal,gasoline,5,5,6,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",100,9544
no,small,omnivore,7,gas,bikewalk,10,10,5,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",66,66
yes,small,vegetarian,7,gas,public,5,5,6,Yes,['Plastic'],"['Stove', 'Microwave']",46,458
no,small,pescatarian,7,gas,bikewalk,10,10,4,Yes,['Glass'],['Microwave'],28,27
yes,large,vegetarian,7,electricity,gasoline,10,10,3,Yes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",68,3820
no,large,pescatarian,7,gas,public,10,10,2,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",40,1246
no,small,vegan,3,coal,gasoline,10,10,2,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",75,9066
yes,small,vegetarian,7,gas,public,10,10,2,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",56,1585
yes,small,omnivore,7,coal,public,10,5,2,Yes,['Glass'],['Microwave'],24,1827
yes,large,omnivore,7,coal,gasoline,10,5,2,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",100,2553
yes,small,pescatarian,7,gas,gasoline,5,5,3,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",54,3709
no,large,vegetarian,7,gas,public,10,5,5,Yes,"['Paper', 'Glass']","['Stove', 'Oven']",62,1205
yes,small,pescatarian,3,gas,gasoline,10,5,1,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",43,2567
yes,large,vegan,3,electricity,public,10,10,2,Yes,['Paper'],"['Oven', 'Microwave']",19,323
no,large,vegetarian,3,electricity,bikewalk,10,5,5,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",23,90
yes,large,vegan,7,gas,gasoline,10,10,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",82,4488
no,small,pescatarian,7,electricity,gasoline,10,5,4,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",64,3434
no,large,vegetarian,3,electricity,bikewalk,10,10,6,No,"['Paper', 'Glass', 'Metal']",['Microwave'],49,57
yes,large,pescatarian,3,electricity,bikewalk,5,5,3,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",-11,92
no,small,vegetarian,3,gas,gasoline,5,10,3,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",103,5174
yes,large,omnivore,7,gas,gasoline,10,10,3,No,['Metal'],"['Stove', 'Microwave']",120,9297
no,small,omnivore,3,gas,gasoline,10,5,4,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",75,146
no,small,vegan,7,gas,bikewalk,5,5,4,Yes,['Plastic'],['Microwave'],0,78
no,large,omnivore,7,electricity,public,10,10,5,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",76,235
no,large,pescatarian,7,electricity,bikewalk,5,10,1,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",16,2
yes,large,pescatarian,7,coal,bikewalk,10,10,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",40,30
yes,large,pescatarian,7,gas,public,5,10,5,No,['Glass'],"['Stove', 'Microwave']",94,8
yes,small,pescatarian,7,electricity,bikewalk,10,5,3,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",-8,6
yes,large,vegan,3,coal,gasoline,5,5,6,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],81,2086
no,large,omnivore,7,electricity,gasoline,10,10,2,Yes,['Metal'],['Oven'],80,7935
yes,large,vegetarian,7,coal,bikewalk,10,5,7,Yes,"['Glass', 'Metal']","['Grill', 'Airfryer']",36,87
yes,large,vegan,7,gas,bikewalk,10,10,4,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",20,19
yes,large,pescatarian,3,gas,public,5,10,3,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",39,1897
no,small,vegetarian,7,gas,gasoline,5,5,4,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",62,9845
yes,large,vegetarian,7,gas,bikewalk,10,5,1,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']",0,78
yes,small,omnivore,7,gas,public,10,10,5,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",74,75
yes,small,vegan,7,electricity,public,10,10,6,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",40,759
no,large,vegetarian,7,electricity,public,5,10,5,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",46,444
yes,small,vegetarian,7,electricity,public,10,5,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2,1090
no,small,pescatarian,7,gas,public,10,10,7,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",90,401
yes,small,omnivore,7,coal,bikewalk,10,5,4,No,['Glass'],"['Stove', 'Grill', 'Airfryer']",48,13
yes,large,omnivore,3,electricity,gasoline,10,5,6,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",87,5202
no,small,omnivore,7,gas,bikewalk,10,5,6,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",40,88
no,large,omnivore,3,coal,gasoline,10,5,4,Yes,"['Paper', 'Plastic']",['Stove'],91,6928
no,large,vegetarian,7,gas,gasoline,5,5,1,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",84,1958
no,small,pescatarian,3,coal,public,10,5,5,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],49,487
no,large,vegan,7,gas,public,5,10,6,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",62,233
no,small,vegan,7,gas,gasoline,10,5,4,No,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",98,5086
no,large,pescatarian,7,gas,gasoline,5,5,5,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",96,31
no,small,vegan,7,gas,bikewalk,5,10,2,Yes,['Glass'],['Stove'],24,44
no,small,vegetarian,7,coal,bikewalk,10,5,7,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",42,3
yes,large,omnivore,7,gas,gasoline,5,5,2,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",52,5183
yes,large,vegetarian,7,coal,public,5,5,5,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",62,90
yes,large,vegetarian,7,coal,gasoline,10,10,2,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",110,596
yes,large,pescatarian,7,gas,gasoline,10,5,6,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",90,1921
no,large,pescatarian,7,coal,gasoline,10,10,4,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",114,3696
no,small,pescatarian,3,coal,bikewalk,10,5,3,Yes,"['Paper', 'Metal']",['Stove'],23,19
yes,large,vegetarian,7,coal,public,10,10,3,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",60,1664
yes,large,omnivore,3,gas,gasoline,10,5,4,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",89,8403
no,large,omnivore,7,electricity,bikewalk,10,5,2,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2,72
no,small,vegan,3,gas,bikewalk,5,10,4,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",17,7
yes,small,vegan,7,electricity,gasoline,5,5,3,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",52,9635
yes,small,vegetarian,7,gas,public,10,10,3,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",66,519
no,large,omnivore,7,electricity,bikewalk,10,5,1,No,"['Plastic', 'Metal']",['Oven'],16,13
no,small,pescatarian,3,electricity,public,10,10,4,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",35,1193
yes,large,vegetarian,3,electricity,bikewalk,10,5,7,No,"['Paper', 'Metal']","['Stove', 'Microwave']",37,62
no,large,vegan,3,electricity,gasoline,5,5,2,No,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",71,8855
yes,small,pescatarian,7,gas,gasoline,5,5,1,Yes,['Paper'],['Stove'],62,1834
no,small,pescatarian,7,gas,gasoline,10,5,7,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",104,2853
no,large,omnivore,7,gas,public,5,5,6,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",62,688
no,large,omnivore,3,electricity,public,5,10,6,Yes,['Plastic'],"['Oven', 'Microwave']",57,430
yes,large,vegetarian,7,coal,gasoline,5,5,2,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",68,3030
no,small,vegan,3,gas,public,10,5,4,Yes,[‘Paper'],['Oven'],23,1595
no,small,pescatarian,7,electricity,bikewalk,10,10,7,No,['Metal'],"['Oven', 'Microwave']",58,8
yes,small,vegan,7,gas,gasoline,5,10,3,No,['Glass'],"['Oven', 'Microwave']",94,7753
no,large,vegetarian,7,coal,public,5,10,2,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],44,210
yes,small,vegetarian,7,gas,public,10,10,5,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",66,914
yes,large,pescatarian,7,gas,bikewalk,10,10,5,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",44,92
yes,large,vegan,3,electricity,gasoline,10,10,1,No,"['Paper', 'Plastic', 'Glass']",['Oven'],75,1851
no,large,omnivore,7,gas,gasoline,10,10,3,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",96,1554
no,large,omnivore,7,gas,gasoline,5,10,2,No,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",94,4359
yes,small,vegan,3,gas,gasoline,10,5,2,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",49,723
no,small,omnivore,7,gas,gasoline,10,5,2,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",62,2622
no,large,omnivore,7,gas,gasoline,10,10,5,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",130,703
no,small,vegetarian,7,electricity,bikewalk,10,10,7,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",58,2
no,small,omnivore,7,gas,bikewalk,10,5,2,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",10,61
no,large,vegan,7,coal,gasoline,5,5,1,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",72,9198
yes,small,omnivore,7,gas,bikewalk,10,5,5,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",20,83
no,large,vegan,7,coal,gasoline,10,5,6,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],106,9368
yes,small,vegan,7,electricity,public,10,5,3,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",18,987
no,large,vegetarian,3,electricity,bikewalk,5,5,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",-19,40
no,small,omnivore,3,gas,bikewalk,10,5,5,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",31,98
yes,large,pescatarian,7,gas,gasoline,10,5,1,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",50,8159
no,small,pescatarian,7,coal,gasoline,10,10,5,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",128,5384
yes,large,pescatarian,7,gas,public,5,10,3,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],40,818
yes,large,vegan,7,gas,public,5,10,7,Yes,['Glass'],['Microwave'],60,1242
yes,small,vegetarian,7,coal,public,5,10,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],38,1545
no,large,vegetarian,7,gas,gasoline,10,5,7,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",118,9076
no,large,omnivore,7,electricity,gasoline,10,10,6,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",106,6432
no,large,pescatarian,3,gas,bikewalk,10,10,7,No,"['Paper', 'Glass', 'Metal']",['Oven'],65,78
yes,small,pescatarian,7,electricity,public,10,10,5,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",48,634
yes,large,vegetarian,7,gas,gasoline,10,10,3,No,"['Plastic', 'Glass']","['Stove', 'Microwave']",112,8943
no,large,pescatarian,7,coal,public,5,10,1,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",46,545
no,small,pescatarian,3,gas,gasoline,10,10,2,No,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",103,6487
no,small,vegan,7,gas,bikewalk,10,10,3,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",34,54
yes,small,vegetarian,3,gas,bikewalk,10,10,2,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",19,48
no,large,pescatarian,7,coal,public,5,10,5,Yes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",76,1848
yes,small,vegetarian,7,gas,bikewalk,10,5,3,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],-4,97
no,large,vegetarian,7,gas,bikewalk,10,5,6,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",38,19
no,small,pescatarian,3,gas,public,10,10,1,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",63,557
no,large,vegan,3,coal,gasoline,10,10,6,Yes,['Paper'],"['Stove', 'Microwave']",125,6038
yes,small,pescatarian,7,gas,bikewalk,10,10,5,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",54,7
no,large,vegetarian,7,coal,public,10,10,4,No,['Glass'],"['Microwave', 'Grill', 'Airfryer']",82,1500
yes,small,pescatarian,3,gas,bikewalk,10,10,4,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",39,42
yes,large,pescatarian,7,coal,public,10,5,6,Yes,['Paper'],"['Oven', 'Microwave']",58,664
yes,large,pescatarian,7,electricity,public,5,10,6,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",76,1394
no,large,vegan,7,coal,public,10,10,6,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",86,174
no,small,pescatarian,3,coal,bikewalk,5,10,7,No,"['Paper', 'Metal']",['Stove'],79,48
yes,large,pescatarian,7,gas,public,10,10,7,Yes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",68,229
yes,small,vegetarian,3,gas,gasoline,10,5,3,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",65,4102
no,large,pescatarian,7,electricity,gasoline,10,5,3,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",64,5779
no,large,vegetarian,7,electricity,public,5,5,6,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",68,1190
yes,large,pescatarian,7,gas,public,10,5,3,Yes,['Paper'],"['Grill', 'Airfryer']",32,1025
no,large,vegetarian,3,coal,gasoline,10,10,3,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],93,8517
yes,large,vegetarian,3,gas,bikewalk,5,5,2,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",-17,22
no,small,vegetarian,7,electricity,public,5,10,6,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",62,65
yes,large,pescatarian,3,electricity,gasoline,10,10,7,Yes,"['Plastic', 'Glass']",['Stove'],103,4099
no,large,vegan,7,coal,public,10,10,7,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",110,1494
no,small,vegetarian,7,gas,public,10,10,7,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",68,390
yes,small,omnivore,7,electricity,gasoline,5,5,1,Yes,['Plastic'],['Stove'],54,9925
yes,small,vegan,7,coal,public,10,10,6,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",82,115
no,large,vegan,7,gas,gasoline,10,5,7,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",104,577
yes,small,pescatarian,7,electricity,gasoline,10,10,6,No,['Glass'],"['Stove', 'Grill', 'Airfryer']",126,8682
yes,large,omnivore,3,gas,public,5,5,6,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",57,1902
no,small,omnivore,3,coal,gasoline,10,10,4,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",125,4246
no,large,pescatarian,7,coal,public,10,10,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],56,277
yes,small,vegan,7,gas,bikewalk,10,5,5,Yes,['Paper'],['Stove'],32,53
no,small,pescatarian,7,gas,bikewalk,10,5,1,Yes,['Plastic'],"['Oven', 'Microwave']",-2,97
yes,large,pescatarian,7,gas,bikewalk,10,5,4,Yes,['Plastic'],"['Grill', 'Airfryer']",12,95
no,large,vegan,7,gas,public,10,10,3,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",70,303
yes,large,pescatarian,7,electricity,bikewalk,10,10,3,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],14,64
yes,large,vegetarian,7,gas,gasoline,5,10,4,Yes,['Plastic'],['Oven'],86,7413
yes,small,pescatarian,3,electricity,public,5,10,6,Yes,"['Paper', 'Plastic']",['Oven'],43,1966
no,small,omnivore,7,gas,public,10,10,2,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",74,1024
no,large,vegetarian,7,gas,bikewalk,10,5,3,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",28,71
no,small,vegetarian,3,gas,gasoline,10,10,6,Yes,"['Plastic', 'Glass']",['Microwave'],97,3777
yes,small,vegan,7,gas,public,10,5,5,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",40,1680
yes,small,pescatarian,3,coal,public,10,10,3,Yes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",61,154
yes,small,vegan,3,coal,public,10,10,5,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",73,118
yes,small,omnivore,7,electricity,gasoline,10,5,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],42,9942
no,small,pescatarian,7,electricity,public,10,5,5,Yes,['Glass'],"['Grill', 'Airfryer']",42,172
yes,large,pescatarian,3,gas,gasoline,5,5,3,No,['Paper'],"['Microwave', 'Grill', 'Airfryer']",79,5272
yes,small,vegan,7,electricity,public,5,10,5,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",46,1571
yes,large,omnivore,7,electricity,gasoline,5,5,5,Yes,['Metal'],['Oven'],80,8493
no,small,pescatarian,7,gas,public,10,5,4,Yes,['Glass'],"['Oven', 'Microwave']",28,1598
yes,small,vegetarian,7,gas,gasoline,10,5,6,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],76,2880
yes,small,vegetarian,7,coal,bikewalk,10,10,6,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",60,52
yes,small,vegetarian,7,gas,public,10,10,6,Yes,['Paper'],"['Oven', 'Microwave']",60,825
yes,large,pescatarian,3,gas,gasoline,10,10,7,Yes,['Paper'],"['Stove', 'Microwave']",113,1669
yes,large,omnivore,3,gas,gasoline,5,10,4,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",91,9100
no,small,vegetarian,7,electricity,bikewalk,10,5,1,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",0,91
yes,small,vegetarian,7,electricity,public,10,5,3,No,"['Plastic', 'Metal']",['Oven'],30,1974
no,large,vegetarian,7,gas,public,10,10,4,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",62,1958
yes,small,omnivore,3,gas,public,10,5,3,No,"['Glass', 'Metal']",['Oven'],39,786
yes,small,vegan,7,coal,public,10,5,5,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave']",54,1731
yes,small,pescatarian,7,electricity,public,10,10,1,No,['Glass'],['Microwave'],42,838
yes,large,vegan,7,gas,gasoline,5,10,1,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",80,6039
yes,large,vegetarian,3,gas,bikewalk,5,10,6,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],33,39
no,large,pescatarian,7,electricity,gasoline,10,10,5,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",96,2230
yes,small,pescatarian,7,electricity,gasoline,10,10,2,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",62,6425
no,large,vegetarian,3,electricity,bikewalk,10,10,2,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",13,64
no,large,vegetarian,7,coal,bikewalk,10,10,4,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",48,95
no,small,vegan,7,electricity,bikewalk,10,10,1,Yes,['Glass'],['Microwave'],4,32
no,large,vegan,7,gas,gasoline,10,10,5,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",116,2060
no,large,pescatarian,3,electricity,public,10,10,7,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",65,1110
yes,large,pescatarian,3,coal,bikewalk,5,10,5,Yes,"['Plastic', 'Metal']",['Oven'],49,54
yes,small,vegan,7,coal,public,5,10,2,Yes,"['Paper', 'Glass']",['Oven'],34,439
no,large,omnivore,7,electricity,bikewalk,5,10,5,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",56,9
no,large,pescatarian,7,coal,bikewalk,5,5,4,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",36,60
no,large,pescatarian,7,gas,public,5,10,4,No,"['Paper', 'Metal']",['Oven'],70,1528
